policy_id,customer_id,agent_id,insurance_id,payment_schedule,policy_status,payment_status,start_date,claim_date,claim_amount,annual_premium,payments_per_year,total_premium
368,169,4,3,Annually,Claimed,Paid,2022-11-03,2025-02-23,594182.68,16250.59,1,406264.75
370,50,4,3,Monthly,Claimed,Paid,2017-08-21,2022-03-21,678760.87,10311.17,12,257779.25
380,158,2,1,Monthly,Claimed,Paid,2020-08-12,2023-09-03,1785865.06,57982.61,12,1159652.2
383,189,6,3,Monthly,Claimed,Paid,2019-07-08,2020-05-01,3027975.57,100423.96,12,2510599.0
386,145,5,3,Annually,Claimed,Paid,2023-10-17,2026-03-22,2745979.08,69023.19,1,1725579.75
387,112,6,3,Monthly,Claimed,Paid,2019-12-14,2021-03-01,1018441.38,22449.25,12,561231.25
389,52,8,1,Annually,Claimed,Paid,2017-11-04,2018-06-29,714292.27,25302.11,1,506042.2
394,190,3,4,Annually,Claimed,Paid,2021-04-05,2022-03-14,1543224.34,62862.21,1,62862.21
401,30,3,4,Quarterly,Claimed,Paid,2021-01-28,2021-06-21,2766476.16,80360.58,4,80360.58
405,166,6,1,Annually,Claimed,Paid,2018-05-20,2020-12-27,2186081.82,92809.97,1,1856199.4
409,150,8,4,Annually,Claimed,Paid,2020-07-09,2021-05-18,816291.64,31076.86,1,31076.86
414,151,8,2,Annually,Claimed,Paid,2019-07-08,2020-05-20,3472216.66,134440.75,1,134440.75
418,191,6,1,Monthly,Claimed,Paid,2023-07-21,2023-08-31,1330562.79,33211.98,12,664239.6
424,84,2,4,Quarterly,Claimed,Paid,2022-10-08,2023-06-23,371701.18,16391.7,4,16391.7
427,181,8,1,Monthly,Claimed,Paid,2018-12-31,2022-03-17,267610.52,6094.01,12,121880.2
430,28,6,4,Quarterly,Claimed,Paid,2021-06-07,2021-07-22,3684969.19,165836.36,4,165836.36
433,175,7,5,Monthly,Claimed,Paid,2023-12-02,2025-02-01,417983.45,10517.89,12,683662.85
446,190,6,2,Quarterly,Claimed,Paid,2022-06-18,2023-05-23,754948.26,28233.68,4,28233.68
462,42,1,2,Quarterly,Claimed,Paid,2020-10-18,2021-09-27,424264.35,7680.73,4,7680.73
464,192,3,4,Annually,Claimed,Paid,2020-03-19,2021-02-17,793097.28,38023.71,1,38023.71
467,164,4,3,Annually,Claimed,Paid,2017-03-04,2017-08-21,1439383.07,36978.01,1,924450.25
469,193,3,4,Quarterly,Claimed,Paid,2018-04-25,2018-10-03,469028.26,11289.61,4,11289.61
471,174,7,2,Monthly,Claimed,Paid,2024-08-04,2025-02-11,353106.49,9783.42,12,9783.42
475,194,8,1,Annually,Claimed,Paid,2017-06-23,2019-08-22,1620667.47,20331.18,1,406623.6
5,195,2,4,Annually,Lapsed,Not-Fully-Paid,2023-12-09,,,11900.51,1,11900.51
6,15,3,1,Monthly,Lapsed,Not-Fully-Paid,2019-08-12,,,86173.5,12,1723470.0
7,143,6,3,Quarterly,Lapsed,Not-Fully-Paid,2024-11-14,,,15237.68,4,380942.0
14,91,2,2,Annually,Lapsed,Not-Fully-Paid,2018-03-12,,,58098.11,1,58098.11
24,196,1,2,Annually,Lapsed,Not-Fully-Paid,2017-03-02,,,13151.81,1,13151.81
28,124,7,1,Quarterly,Lapsed,Not-Fully-Paid,2018-05-07,,,94636.44,4,1892728.8
29,197,4,4,Annually,Lapsed,Not-Fully-Paid,2020-07-19,,,73775.42,1,73775.42
61,35,6,2,Annually,Lapsed,Not-Fully-Paid,2023-10-24,,,96111.9,1,96111.9
62,120,2,3,Annually,Lapsed,Not-Fully-Paid,2024-08-06,,,16611.09,1,415277.25
81,198,3,1,Annually,Lapsed,Not-Fully-Paid,2023-05-21,,,88451.48,1,1769029.6
85,159,3,1,Annually,Lapsed,Not-Fully-Paid,2018-03-05,,,27499.06,1,549981.2
88,136,7,2,Quarterly,Lapsed,Not-Fully-Paid,2021-11-30,,,23730.49,4,23730.49
92,199,3,1,Annually,Lapsed,Not-Fully-Paid,2022-06-29,,,123367.22,1,2467344.4
93,200,1,3,Quarterly,Lapsed,Not-Fully-Paid,2020-08-11,,,117928.76,4,2948219.0
97,16,5,3,Annually,Lapsed,Not-Fully-Paid,2022-06-22,,,50780.23,1,1269505.75
103,201,1,2,Annually,Lapsed,Not-Fully-Paid,2020-04-26,,,36447.1,1,36447.1
104,9,8,3,Annually,Lapsed,Not-Fully-Paid,2017-07-20,,,135724.94,1,3393123.5
108,202,2,3,Monthly,Lapsed,Not-Fully-Paid,2022-04-03,,,95279.77,12,2381994.25
114,131,1,2,Quarterly,Lapsed,Not-Fully-Paid,2023-02-09,,,17261.6,4,17261.6
120,120,5,4,Monthly,Lapsed,Not-Fully-Paid,2017-09-07,,,21451.06,12,21451.06
125,56,5,1,Monthly,Lapsed,Not-Fully-Paid,2023-07-31,,,66264.43,12,1325288.6
147,80,6,1,Annually,Lapsed,Not-Fully-Paid,2023-10-05,,,16299.89,1,325997.8
154,103,5,4,Quarterly,Lapsed,Not-Fully-Paid,2023-03-22,,,13014.74,4,13014.74
167,90,6,3,Annually,Lapsed,Not-Fully-Paid,2021-12-07,,,48355.74,1,1208893.5
174,70,8,5,Annually,Lapsed,Not-Fully-Paid,2021-05-05,,,43953.6,1,2856984.0
188,10,2,1,Monthly,Lapsed,Not-Fully-Paid,2020-04-03,,,10141.46,12,202829.2
209,203,6,1,Annually,Lapsed,Not-Fully-Paid,2017-06-02,,,17534.11,1,350682.2
211,204,2,3,Quarterly,Lapsed,Not-Fully-Paid,2018-07-04,,,70747.54,4,1768688.5
223,13,1,1,Monthly,Lapsed,Not-Fully-Paid,2024-03-12,,,20221.67,12,404433.4
238,148,1,1,Quarterly,Lapsed,Not-Fully-Paid,2023-03-17,,,40944.2,4,818884.0
244,102,2,1,Monthly,Lapsed,Not-Fully-Paid,2018-03-15,,,167463.99,12,3349279.8
249,172,1,3,Quarterly,Lapsed,Not-Fully-Paid,2017-03-06,,,32467.63,4,811690.75
250,159,6,1,Quarterly,Lapsed,Not-Fully-Paid,2024-08-05,,,32023.61,4,640472.2
259,81,1,4,Quarterly,Lapsed,Not-Fully-Paid,2017-01-28,,,19011.46,4,19011.46
262,205,6,3,Quarterly,Lapsed,Not-Fully-Paid,2018-04-12,,,148233.32,4,3705833.0
265,206,5,4,Quarterly,Lapsed,Not-Fully-Paid,2024-11-13,,,21838.26,4,21838.26
266,207,4,1,Monthly,Lapsed,Not-Fully-Paid,2023-04-26,,,19631.25,12,392625.0
283,35,2,3,Monthly,Lapsed,Not-Fully-Paid,2021-12-04,,,18714.42,12,467860.5
301,208,1,1,Annually,Lapsed,Not-Fully-Paid,2017-02-19,,,74544.73,1,1490894.6
310,209,7,4,Monthly,Lapsed,Not-Fully-Paid,2017-06-30,,,21389.62,12,21389.62
312,210,7,3,Annually,Lapsed,Not-Fully-Paid,2024-07-20,,,38640.41,1,966010.25
351,26,2,4,Annually,Lapsed,Not-Fully-Paid,2021-09-11,,,15509.96,1,15509.96
375,86,5,3,Quarterly,Lapsed,Not-Fully-Paid,2022-03-15,,,16513.98,4,412849.5
393,61,1,2,Annually,Lapsed,Not-Fully-Paid,2017-08-29,,,6656.39,1,6656.39
407,94,1,4,Annually,Lapsed,Not-Fully-Paid,2023-10-19,,,9842.57,1,9842.57
415,76,8,1,Annually,Lapsed,Not-Fully-Paid,2020-07-04,,,50876.32,1,1017526.4
423,211,8,4,Quarterly,Lapsed,Not-Fully-Paid,2021-04-12,,,13531.89,4,13531.89
429,70,8,4,Monthly,Lapsed,Not-Fully-Paid,2021-01-05,,,13761.03,12,13761.03
432,53,4,1,Annually,Lapsed,Not-Fully-Paid,2023-02-21,,,49832.74,1,996654.8
438,212,2,2,Monthly,Lapsed,Not-Fully-Paid,2020-02-24,,,19604.09,12,19604.09
444,80,8,4,Monthly,Lapsed,Not-Fully-Paid,2017-06-13,,,49421.32,12,49421.32
450,213,8,1,Quarterly,Lapsed,Not-Fully-Paid,2023-09-21,,,17187.01,4,343740.2
453,214,1,5,Monthly,Lapsed,Not-Fully-Paid,2022-11-12,,,9535.69,12,619819.85
461,23,2,3,Quarterly,Lapsed,Not-Fully-Paid,2018-07-20,,,29354.86,4,733871.5
473,215,2,3,Annually,Lapsed,Not-Fully-Paid,2024-08-30,,,14569.61,1,364240.25
477,11,4,4,Monthly,Lapsed,Not-Fully-Paid,2022-02-16,,,135792.33,12,135792.33
